,School,Sex,Age,Study_Time,Freetime,Go_Out,Daily_Alc_Consumption,Weekend_Alc_Consumption,Health,Absences,Period_1_Grade,Period_2_Grade,Final_Grade,Weekly_Drinking_AVG,Use_Of_Freetime,subject
222,Gabriel Pereira,Male,17,1,2,3,1,2,5,4,17,15,16,2.5,4.0,Math
223,Gabriel Pereira,Female,15,2,2,3,1,2,1,2,16,15,15,2.5,5.0,Math
224,Gabriel Pereira,Male,16,1,2,2,1,2,3,2,17,15,15,2.5,3.6666666666666665,Math
225,Gabriel Pereira,Male,16,2,2,3,1,2,5,0,15,15,15,2.5,5.0,Math
226,Gabriel Pereira,Female,17,3,2,2,1,2,3,0,15,15,15,2.5,5.666666666666667,Math
227,Gabriel Pereira,Female,16,3,2,3,1,2,2,6,13,14,14,2.5,6.0,Math
228,Gabriel Pereira,Female,17,2,2,3,1,2,3,14,13,13,14,2.5,5.0,Math
229,Gabriel Pereira,Male,18,2,2,4,1,2,4,8,15,14,14,2.5,5.333333333333333,Math
230,Gabriel Pereira,Female,16,2,2,2,1,2,5,2,13,13,13,2.5,4.666666666666667,Math
231,Gabriel Pereira,Female,17,2,2,2,1,2,5,23,13,13,13,2.5,4.666666666666667,Math
232,Gabriel Pereira,Male,16,2,2,3,1,2,3,2,12,13,12,2.5,5.0,Math
233,Gabriel Pereira,Female,16,2,2,2,1,2,1,14,12,13,12,2.5,4.666666666666667,Math
234,Gabriel Pereira,Female,17,3,2,3,1,2,3,10,12,10,12,2.5,6.0,Math
235,Mousinho Da Silveira,Female,17,2,2,2,1,2,3,0,12,11,12,2.5,4.666666666666667,Math
236,Gabriel Pereira,Male,15,1,2,2,1,2,5,2,12,12,11,2.5,3.6666666666666665,Math
237,Gabriel Pereira,Female,19,2,2,2,1,2,1,22,13,10,11,2.5,4.666666666666667,Math
238,Mousinho Da Silveira,Female,17,2,2,3,1,2,5,2,12,12,11,2.5,5.0,Math
239,Gabriel Pereira,Female,17,1,2,1,1,2,3,12,8,10,10,2.5,3.3333333333333335,Math
240,Gabriel Pereira,Male,18,1,2,3,1,2,1,8,10,11,10,2.5,4.0,Math
241,Mousinho Da Silveira,Female,18,1,2,3,1,2,4,0,11,10,10,2.5,4.0,Math
242,Gabriel Pereira,Female,17,2,2,5,1,2,5,2,6,6,6,2.5,5.666666666666667,Math
243,Mousinho Da Silveira,Female,17,1,2,1,1,2,1,0,7,6,0,2.5,3.3333333333333335,Math
244,Mousinho Da Silveira,Female,18,2,1,3,1,2,1,0,15,15,15,2.5,4.0,Math
245,Gabriel Pereira,Male,16,1,3,2,2,1,5,0,7,6,0,2.0,4.666666666666667,Math
246,Gabriel Pereira,Male,15,1,5,3,1,1,4,6,18,19,19,1.5,7.0,Math
247,Gabriel Pereira,Male,15,1,5,2,1,1,3,10,18,19,19,1.5,6.666666666666667,Math
248,Gabriel Pereira,Male,20,1,5,3,1,1,5,0,17,18,18,1.5,7.0,Math
249,Gabriel Pereira,Male,15,3,5,2,1,1,3,0,14,16,16,1.5,8.666666666666666,Math
250,Gabriel Pereira,Male,15,2,5,2,1,1,5,0,17,16,16,1.5,7.666666666666667,Math
251,Gabriel Pereira,Male,15,2,5,1,1,1,5,0,14,15,15,1.5,7.333333333333333,Math
252,Gabriel Pereira,Male,16,1,5,2,1,1,2,16,12,11,12,1.5,6.666666666666667,Math
253,Gabriel Pereira,Female,16,1,5,2,1,1,5,20,13,12,12,1.5,6.666666666666667,Math
254,Gabriel Pereira,Male,17,2,5,2,1,1,1,4,11,11,11,1.5,7.666666666666667,Math
255,Gabriel Pereira,Male,17,1,5,1,1,1,3,2,8,8,10,1.5,6.333333333333333,Math
256,Gabriel Pereira,Female,15,1,5,1,1,1,5,0,8,7,6,1.5,6.333333333333333,Math
257,Gabriel Pereira,Male,19,1,5,4,1,1,4,0,5,0,0,1.5,7.333333333333333,Math
258,Mousinho Da Silveira,Female,18,3,4,4,1,1,1,0,19,18,19,1.5,8.333333333333334,Math
259,Gabriel Pereira,Male,15,3,4,3,1,1,4,2,15,16,18,1.5,8.0,Math
260,Gabriel Pereira,Male,15,2,4,4,1,1,1,0,16,18,18,1.5,7.333333333333333,Math
261,Gabriel Pereira,Male,16,3,4,3,1,1,4,0,16,17,17,1.5,8.0,Math
262,Gabriel Pereira,Female,16,3,4,5,1,1,4,4,14,15,16,1.5,8.666666666666666,Math
263,Gabriel Pereira,Male,15,2,4,1,1,1,1,0,13,14,15,1.5,6.333333333333333,Math
264,Gabriel Pereira,Male,15,1,4,2,1,1,5,0,12,15,15,1.5,5.666666666666667,Math
265,Gabriel Pereira,Male,16,1,4,3,1,1,5,0,12,14,15,1.5,6.0,Math
266,Gabriel Pereira,Male,16,3,4,3,1,1,5,7,15,16,15,1.5,8.0,Math
267,Gabriel Pereira,Male,18,2,4,3,1,1,2,9,15,13,15,1.5,7.0,Math
268,Mousinho Da Silveira,Female,20,3,4,3,1,1,3,4,15,14,15,1.5,8.0,Math
269,Gabriel Pereira,Male,15,2,4,3,1,1,2,2,11,13,14,1.5,7.0,Math
270,Gabriel Pereira,Female,16,2,4,2,1,1,3,0,14,14,14,1.5,6.666666666666667,Math
271,Gabriel Pereira,Male,18,3,4,2,1,1,4,8,14,13,14,1.5,7.666666666666667,Math
272,Gabriel Pereira,Female,17,3,4,3,1,1,5,7,12,14,14,1.5,8.0,Math
273,Gabriel Pereira,Male,16,1,4,2,1,1,5,0,13,14,13,1.5,5.666666666666667,Math
274,Gabriel Pereira,Female,18,2,4,3,1,1,5,12,12,12,13,1.5,7.0,Math
275,Gabriel Pereira,Male,19,2,4,4,1,1,3,20,15,14,13,1.5,7.333333333333333,Math
276,Gabriel Pereira,Female,19,2,4,1,1,1,2,20,14,12,13,1.5,6.333333333333333,Math
277,Gabriel Pereira,Female,18,2,4,3,1,1,3,8,14,12,12,1.5,7.0,Math
278,Gabriel Pereira,Male,16,2,4,4,1,1,3,0,12,12,11,1.5,7.333333333333333,Math
279,Gabriel Pereira,Male,15,1,4,1,1,1,1,0,8,8,11,1.5,5.333333333333333,Math
280,Gabriel Pereira,Female,18,2,4,3,1,1,3,2,11,11,11,1.5,7.0,Math
281,Mousinho Da Silveira,Female,17,3,4,3,1,1,3,8,13,11,11,1.5,8.0,Math
282,Gabriel Pereira,Male,15,4,4,3,1,1,1,8,11,11,10,1.5,9.0,Math
283,Gabriel Pereira,Male,16,2,4,2,1,1,3,12,11,10,10,1.5,6.666666666666667,Math
284,Gabriel Pereira,Female,18,2,4,4,1,1,4,4,8,9,10,1.5,7.333333333333333,Math
285,Mousinho Da Silveira,Male,17,2,4,3,1,1,3,2,11,11,10,1.5,7.0,Math
286,Gabriel Pereira,Female,16,2,4,3,1,1,1,4,8,10,9,1.5,7.0,Math
287,Gabriel Pereira,Male,15,2,4,2,1,1,5,8,9,9,9,1.5,6.666666666666667,Math
288,Gabriel Pereira,Female,19,2,4,2,1,1,5,2,7,8,9,1.5,6.666666666666667,Math
289,Gabriel Pereira,Female,16,2,4,5,1,1,4,4,10,11,9,1.5,7.666666666666667,Math
290,Gabriel Pereira,Female,16,2,4,4,1,1,5,0,8,7,8,1.5,7.333333333333333,Math
291,Gabriel Pereira,Male,15,2,4,4,1,1,1,2,11,8,8,1.5,7.333333333333333,Math
292,Gabriel Pereira,Female,18,2,4,4,1,1,4,15,9,8,8,1.5,7.333333333333333,Math
293,Gabriel Pereira,Female,15,2,4,4,1,1,3,2,7,7,7,1.5,7.333333333333333,Math
294,Gabriel Pereira,Female,17,3,4,2,1,1,4,6,7,7,7,1.5,7.666666666666667,Math
295,Gabriel Pereira,Female,15,2,4,4,1,1,5,10,7,6,6,1.5,7.333333333333333,Math
296,Gabriel Pereira,Male,16,2,4,2,1,1,5,18,9,7,6,1.5,6.666666666666667,Math
297,Gabriel Pereira,Male,16,1,4,5,1,1,3,0,6,0,0,1.5,6.666666666666667,Math
298,Gabriel Pereira,Female,18,3,4,4,1,1,3,0,7,0,0,1.5,8.333333333333334,Math
299,Gabriel Pereira,Female,17,4,4,1,1,1,2,0,10,9,0,1.5,8.333333333333334,Math
300,Gabriel Pereira,Female,18,4,4,4,1,1,4,0,10,9,0,1.5,9.333333333333334,Math
301,Gabriel Pereira,Male,15,2,3,3,1,1,5,2,19,18,18,1.5,6.0,Math
302,Gabriel Pereira,Male,16,3,3,3,1,1,5,2,16,18,18,1.5,7.0,Math
303,Gabriel Pereira,Male,16,1,3,3,1,1,4,6,18,18,18,1.5,5.0,Math
304,Gabriel Pereira,Male,15,2,3,1,1,1,5,0,17,16,17,1.5,5.333333333333333,Math
305,Gabriel Pereira,Female,16,2,3,1,1,1,3,2,16,16,17,1.5,5.333333333333333,Math
306,Gabriel Pereira,Female,18,4,3,3,1,1,1,7,16,15,17,1.5,8.0,Math
307,Gabriel Pereira,Male,16,2,3,2,1,1,3,2,13,15,16,1.5,5.666666666666667,Math
308,Mousinho Da Silveira,Female,18,3,3,2,1,1,4,0,18,16,16,1.5,6.666666666666667,Math
309,Gabriel Pereira,Female,15,2,3,2,1,1,1,0,14,15,15,1.5,5.666666666666667,Math
310,Gabriel Pereira,Male,16,4,3,2,1,1,5,0,13,15,15,1.5,7.666666666666667,Math
311,Gabriel Pereira,Male,16,1,3,3,1,1,4,2,11,15,15,1.5,5.0,Math
312,Gabriel Pereira,Female,15,1,3,2,1,1,5,0,16,16,15,1.5,4.666666666666667,Math
313,Gabriel Pereira,Female,17,2,3,2,1,1,5,0,14,15,15,1.5,5.666666666666667,Math
314,Mousinho Da Silveira,Female,17,2,3,4,1,1,1,0,16,15,15,1.5,6.333333333333333,Math
315,Gabriel Pereira,Male,15,4,3,4,1,1,4,6,11,13,14,1.5,8.333333333333334,Math
316,Gabriel Pereira,Male,15,1,3,3,1,1,5,4,10,13,14,1.5,5.0,Math
317,Gabriel Pereira,Male,16,1,3,3,1,1,3,0,13,14,14,1.5,5.0,Math
318,Gabriel Pereira,Female,16,2,3,4,1,1,4,0,12,13,14,1.5,6.333333333333333,Math
319,Gabriel Pereira,Female,16,3,3,2,1,1,5,0,13,13,14,1.5,6.666666666666667,Math
320,Gabriel Pereira,Female,18,4,3,3,1,1,3,0,14,13,14,1.5,8.0,Math
321,Gabriel Pereira,Female,17,3,3,3,1,1,3,0,15,12,14,1.5,7.0,Math
322,Gabriel Pereira,Female,15,1,3,1,1,1,2,8,14,13,13,1.5,4.333333333333333,Math
323,Gabriel Pereira,Female,15,2,3,3,1,1,5,2,11,13,13,1.5,6.0,Math
324,Gabriel Pereira,Female,16,2,3,3,1,1,2,10,11,12,13,1.5,6.0,Math
325,Gabriel Pereira,Female,16,2,3,2,1,1,1,10,11,12,13,1.5,5.666666666666667,Math
326,Gabriel Pereira,Male,15,2,3,2,1,1,2,0,8,10,12,1.5,5.666666666666667,Math
327,Gabriel Pereira,Male,18,3,3,2,1,1,3,1,13,12,12,1.5,6.666666666666667,Math
328,Gabriel Pereira,Female,17,3,3,3,1,1,3,6,13,12,12,1.5,7.0,Math
329,Gabriel Pereira,Male,16,2,3,3,1,1,5,4,11,11,11,1.5,6.0,Math
330,Gabriel Pereira,Female,15,3,3,2,1,1,5,2,12,12,11,1.5,6.666666666666667,Math
331,Gabriel Pereira,Female,15,4,3,3,1,1,4,10,10,11,11,1.5,8.0,Math
332,Gabriel Pereira,Female,15,2,3,2,1,1,1,0,7,10,11,1.5,5.666666666666667,Math
333,Gabriel Pereira,Female,15,2,3,2,1,1,5,2,10,11,11,1.5,5.666666666666667,Math
334,Gabriel Pereira,Female,16,4,3,5,1,1,5,6,10,10,11,1.5,8.666666666666666,Math
335,Gabriel Pereira,Male,19,2,3,1,1,1,1,12,11,11,11,1.5,5.333333333333333,Math
336,Gabriel Pereira,Female,16,2,3,2,1,1,4,4,8,10,10,1.5,5.666666666666667,Math
337,Gabriel Pereira,Female,16,2,3,4,1,1,2,8,8,9,10,1.5,6.333333333333333,Math
338,Gabriel Pereira,Male,15,4,3,3,1,1,3,0,10,10,10,1.5,8.0,Math
339,Gabriel Pereira,Female,16,2,3,3,1,1,1,0,11,10,10,1.5,6.0,Math
340,Gabriel Pereira,Female,16,2,3,5,1,1,5,2,8,9,10,1.5,6.666666666666667,Math
341,Gabriel Pereira,Female,17,3,3,3,1,1,4,4,9,10,10,1.5,7.0,Math
342,Gabriel Pereira,Female,17,2,3,3,1,1,1,2,10,10,10,1.5,6.0,Math
343,Gabriel Pereira,Male,15,2,3,2,1,1,5,2,9,10,9,1.5,5.666666666666667,Math
344,Gabriel Pereira,Female,17,2,3,3,1,1,3,0,8,8,9,1.5,6.0,Math
345,Gabriel Pereira,Female,18,3,3,4,1,1,5,9,9,10,9,1.5,7.333333333333333,Math
346,Mousinho Da Silveira,Female,18,2,3,4,1,1,5,0,10,9,9,1.5,6.333333333333333,Math
347,Gabriel Pereira,Female,15,3,3,2,1,1,5,2,10,9,8,1.5,6.666666666666667,Math
348,Gabriel Pereira,Female,16,3,3,5,1,1,3,0,7,9,8,1.5,7.666666666666667,Math
349,Gabriel Pereira,Male,18,2,3,2,1,1,3,2,8,8,8,1.5,5.666666666666667,Math
350,Gabriel Pereira,Male,19,1,3,4,1,1,4,38,8,9,8,1.5,5.333333333333333,Math
351,Mousinho Da Silveira,Female,18,2,3,4,1,1,1,0,7,9,8,1.5,6.333333333333333,Math
352,Gabriel Pereira,Female,18,2,3,3,1,1,4,16,9,8,7,1.5,6.0,Math
353,Gabriel Pereira,Female,18,2,3,4,1,1,3,6,5,6,6,1.5,6.333333333333333,Math
354,Gabriel Pereira,Female,17,2,3,3,1,1,3,4,5,5,6,1.5,6.0,Math
355,Gabriel Pereira,Female,15,2,3,5,1,1,2,26,7,6,6,1.5,6.666666666666667,Math
356,Gabriel Pereira,Female,18,2,3,4,1,1,3,6,5,6,6,1.5,6.333333333333333,Math
357,Gabriel Pereira,Male,15,2,3,3,1,1,5,0,9,0,0,1.5,6.0,Math
358,Gabriel Pereira,Female,15,3,3,3,1,1,5,0,11,0,0,1.5,7.0,Math
359,Gabriel Pereira,Female,16,1,3,2,1,1,5,0,4,0,0,1.5,4.666666666666667,Math
360,Gabriel Pereira,Female,15,2,3,2,1,1,3,0,6,7,0,1.5,5.666666666666667,Math
361,Gabriel Pereira,Female,16,2,3,5,1,1,3,0,8,7,0,1.5,6.666666666666667,Math
362,Gabriel Pereira,Female,17,3,3,4,1,1,5,0,6,5,0,1.5,7.333333333333333,Math
363,Gabriel Pereira,Female,18,3,3,3,1,1,3,0,9,10,0,1.5,7.0,Math
364,Gabriel Pereira,Female,18,2,3,4,1,1,4,0,7,0,0,1.5,6.333333333333333,Math
365,Gabriel Pereira,Female,18,2,3,3,1,1,2,0,8,8,0,1.5,6.0,Math
366,Gabriel Pereira,Male,16,4,2,2,1,1,2,4,19,19,20,1.5,6.666666666666667,Math
367,Gabriel Pereira,Male,15,2,2,2,1,1,1,0,16,18,19,1.5,4.666666666666667,Math
368,Gabriel Pereira,Female,16,2,2,3,1,1,5,2,15,16,16,1.5,5.0,Math
369,Gabriel Pereira,Female,16,2,2,3,1,1,3,0,14,15,16,1.5,5.0,Math
370,Gabriel Pereira,Female,15,3,2,2,1,1,5,2,15,14,15,1.5,5.666666666666667,Math
371,Gabriel Pereira,Male,15,2,2,2,1,1,5,4,14,15,15,1.5,4.666666666666667,Math
372,Gabriel Pereira,Male,17,1,2,2,1,1,2,4,12,12,13,1.5,3.6666666666666665,Math
373,Gabriel Pereira,Female,17,4,2,3,1,1,4,6,14,12,13,1.5,7.0,Math
374,Gabriel Pereira,Female,15,3,2,2,1,1,4,4,10,12,12,1.5,5.666666666666667,Math
375,Gabriel Pereira,Female,17,1,2,1,1,1,4,0,11,11,12,1.5,3.3333333333333335,Math
376,Gabriel Pereira,Female,18,4,2,2,1,1,3,1,12,12,12,1.5,6.666666666666667,Math
377,Gabriel Pereira,Female,15,3,2,2,1,1,5,2,9,11,11,1.5,5.666666666666667,Math
378,Gabriel Pereira,Male,17,2,2,3,1,1,2,4,10,10,11,1.5,5.0,Math
379,Gabriel Pereira,Female,18,2,2,4,1,1,4,14,12,10,11,1.5,5.333333333333333,Math
380,Gabriel Pereira,Female,17,3,2,3,1,1,4,4,10,9,9,1.5,6.0,Math
381,Gabriel Pereira,Female,17,2,2,2,1,1,3,12,11,9,9,1.5,4.666666666666667,Math
382,Mousinho Da Silveira,Female,19,2,2,2,1,1,3,4,7,7,9,1.5,4.666666666666667,Math
383,Gabriel Pereira,Female,15,2,2,2,1,1,5,8,8,8,6,1.5,4.666666666666667,Math
384,Gabriel Pereira,Male,15,4,2,2,1,1,3,0,7,9,0,1.5,6.666666666666667,Math
385,Gabriel Pereira,Female,17,4,1,2,1,1,3,6,18,18,18,1.5,5.666666666666667,Math
386,Gabriel Pereira,Female,16,2,1,2,1,1,5,6,10,13,13,1.5,3.6666666666666665,Math
387,Gabriel Pereira,Female,19,3,1,2,1,1,3,14,15,13,13,1.5,4.666666666666667,Math
388,Gabriel Pereira,Female,17,2,1,1,1,1,3,2,13,11,11,1.5,3.3333333333333335,Math
389,Gabriel Pereira,Female,19,3,1,2,1,1,3,40,13,11,11,1.5,4.666666666666667,Math
390,Gabriel Pereira,Female,15,4,1,2,1,1,1,2,7,10,10,1.5,5.666666666666667,Math
391,Gabriel Pereira,Female,16,3,1,2,1,1,2,0,7,10,10,1.5,4.666666666666667,Math
392,Gabriel Pereira,Female,18,2,1,1,1,1,5,75,10,9,9,1.5,3.3333333333333335,Math
393,Gabriel Pereira,Female,15,4,1,2,1,1,3,8,7,8,8,1.5,5.666666666666667,Math
394,Gabriel Pereira,Female,17,2,1,4,1,1,1,6,6,5,6,1.5,4.333333333333333,Math
395,Gabriel Pereira,Female,16,2,1,5,1,1,4,0,6,7,0,1.5,4.666666666666667,Math
396,Mousinho Da Silveira,Female,18,2,1,1,1,1,5,0,6,5,0,1.5,3.3333333333333335,Math
397,Gabriel Pereira,Female,16,1,5,5,5,5,5,0,10,10,16,7.5,7.666666666666667,Portuguese
398,Mousinho Da Silveira,Male,17,1,5,5,5,5,3,4,10,11,11,7.5,7.666666666666667,Portuguese
399,Mousinho Da Silveira,Male,18,1,5,5,5,5,5,8,9,10,11,7.5,7.666666666666667,Portuguese
400,Mousinho Da Silveira,Male,17,1,5,5,5,5,3,8,8,10,9,7.5,7.666666666666667,Portuguese
401,Gabriel Pereira,Male,16,1,5,5,5,5,4,12,9,9,8,7.5,7.666666666666667,Portuguese
402,Mousinho Da Silveira,Male,18,4,5,5,5,5,5,2,5,6,6,7.5,10.666666666666666,Portuguese
403,Gabriel Pereira,Male,17,2,4,2,5,5,4,0,16,16,16,7.5,6.666666666666667,Portuguese
404,Gabriel Pereira,Male,16,2,4,5,5,5,5,4,12,11,12,7.5,7.666666666666667,Portuguese
405,Gabriel Pereira,Male,17,1,4,5,5,5,4,2,11,10,10,7.5,6.666666666666667,Portuguese
406,Gabriel Pereira,Male,22,1,4,5,5,5,1,12,7,8,5,7.5,6.666666666666667,Portuguese
407,Gabriel Pereira,Male,15,4,3,3,5,5,3,0,11,12,12,7.5,8.0,Portuguese
408,Gabriel Pereira,Male,18,2,3,3,5,5,4,9,10,9,10,7.5,6.0,Portuguese
409,Mousinho Da Silveira,Male,17,1,3,5,5,5,1,12,6,7,7,7.5,5.666666666666667,Portuguese
410,Mousinho Da Silveira,Male,18,1,1,4,5,5,1,8,10,11,11,7.5,3.333333333333333,Portuguese
411,Mousinho Da Silveira,Male,17,1,1,4,5,5,3,8,7,10,9,7.5,3.333333333333333,Portuguese
412,Gabriel Pereira,Male,17,2,4,4,4,5,5,16,10,11,12,7.0,7.333333333333333,Portuguese
413,Mousinho Da Silveira,Male,16,2,4,5,4,5,3,0,7,0,0,7.0,7.666666666666667,Portuguese
414,Gabriel Pereira,Male,18,1,3,4,4,5,4,2,11,11,12,7.0,5.333333333333333,Portuguese
415,Gabriel Pereira,Male,17,2,3,5,4,5,3,15,13,12,12,7.0,6.666666666666667,Portuguese
416,Gabriel Pereira,Male,18,2,3,2,4,5,3,2,9,10,11,7.0,5.666666666666667,Portuguese
417,Gabriel Pereira,Male,18,1,1,3,4,5,4,13,13,14,14,7.0,3.0,Portuguese
418,Mousinho Da Silveira,Female,15,1,5,1,3,5,5,0,13,14,14,6.5,6.333333333333333,Portuguese
419,Mousinho Da Silveira,Male,17,1,5,5,3,5,5,0,8,13,10,6.5,7.666666666666667,Portuguese
420,Gabriel Pereira,Male,18,2,5,4,3,5,2,16,8,7,8,6.5,8.333333333333334,Portuguese
421,Gabriel Pereira,Male,16,1,4,4,3,5,5,6,9,10,10,6.5,6.333333333333333,Portuguese
422,Gabriel Pereira,Male,16,1,4,5,3,5,5,0,9,8,10,6.5,6.666666666666667,Portuguese
423,Mousinho Da Silveira,Female,17,1,4,4,3,5,5,5,9,9,10,6.5,6.333333333333333,Portuguese
424,Gabriel Pereira,Male,17,1,3,5,3,5,5,0,17,18,17,6.5,5.666666666666667,Portuguese
425,Gabriel Pereira,Male,16,1,3,4,3,5,3,16,10,11,12,6.5,5.333333333333333,Portuguese
426,Gabriel Pereira,Male,15,4,3,5,3,5,1,8,12,10,11,6.5,8.666666666666666,Portuguese
427,Mousinho Da Silveira,Male,17,4,3,5,3,5,3,2,10,8,9,6.5,8.666666666666666,Portuguese
428,Mousinho Da Silveira,Male,15,1,2,4,3,5,3,2,10,11,11,6.5,4.333333333333333,Portuguese
429,Gabriel Pereira,Male,16,2,1,3,3,5,5,6,9,9,10,6.5,4.0,Portuguese
430,Gabriel Pereira,Male,16,1,5,5,2,5,4,8,14,14,15,6.0,7.666666666666667,Portuguese
431,Gabriel Pereira,Male,15,1,5,5,2,5,5,0,12,11,11,6.0,7.666666666666667,Portuguese
432,Gabriel Pereira,Female,17,3,3,4,2,5,5,2,15,15,17,6.0,7.333333333333333,Portuguese
433,Gabriel Pereira,Male,18,1,3,5,2,5,4,0,11,9,0,6.0,5.666666666666667,Portuguese
434,Gabriel Pereira,Female,17,1,2,5,2,5,5,2,11,12,11,6.0,4.666666666666667,Portuguese
435,Gabriel Pereira,Male,18,1,2,5,2,5,5,4,7,8,6,6.0,4.666666666666667,Portuguese
436,Mousinho Da Silveira,Male,16,1,1,2,2,5,5,0,11,12,12,6.0,2.6666666666666665,Portuguese
437,Gabriel Pereira,Female,16,2,3,5,1,5,2,2,14,14,15,5.5,6.666666666666667,Portuguese
438,Gabriel Pereira,Male,17,2,3,5,1,5,5,0,8,8,8,5.5,6.666666666666667,Portuguese
439,Mousinho Da Silveira,Male,16,1,2,5,1,5,5,8,14,12,13,5.5,4.666666666666667,Portuguese
